Timestamp,Key,Interval_ms,Chars_per_Second,Error_Count,is_human
28/10/2024 18:47,c,"15,31","65,31",0,0
28/10/2024 18:47,h,"16,3","61,33",0,0
28/10/2024 18:47,[ENTER],"16,25","61,53",0,0
28/10/2024 18:47,[SHIFT],"207,36","4,82",0,0
28/10/2024 18:47,$,"0,91","1097,69",0,0
28/10/2024 18:47,s,"15,76","63,47",0,0
28/10/2024 18:47,p,"16,1","62,12",0,0
28/10/2024 18:47,e,"15,8","63,3",0,0
28/10/2024 18:47,a,"15,85","63,08",0,0
28/10/2024 18:47,k,"16,09","62,14",0,0
28/10/2024 18:47,[SPACE],"16,3","61,33",0,0
28/10/2024 18:47,[SHIFT],"15,09","66,26",0,0
28/10/2024 18:47,#ERROR!,"0,92","1092,9",0,0
28/10/2024 18:47,[SPACE],"15,65","63,91",0,0
28/10/2024 18:47,[SHIFT],"15,45","64,71",0,0
28/10/2024 18:47,N,"1,01","991,08",0,0
28/10/2024 18:47,e,"15,2","65,78",0,0
28/10/2024 18:47,w,"15,92","62,81",0,0
28/10/2024 18:47,-,"16,71","59,85",0,0
28/10/2024 18:47,[SHIFT],"15,91","62,85",0,0
28/10/2024 18:47,O,2,"500,25",0,0
28/10/2024 18:47,b,14,"71,43",0,0
28/10/2024 18:47,j,"15,68","63,77",0,0
28/10/2024 18:47,e,"16,01","62,47",0,0
28/10/2024 18:47,c,"16,06","62,27",0,0
28/10/2024 18:47,t,"16,16","61,89",0,0
28/10/2024 18:47,[SPACE],"16,07","62,21",0,0
28/10/2024 18:47,[SHIFT],"16,08","62,2",0,0
28/10/2024 18:47,S,1,999,0,0
28/10/2024 18:47,y,"14,55","68,72",0,0
28/10/2024 18:47,s,"15,84","63,12",0,0
28/10/2024 18:47,t,"16,21","61,68",0,0
28/10/2024 18:47,e,"16,33","61,24",0,0
28/10/2024 18:47,m,"15,66","63,84",0,0
28/10/2024 18:47,.,"16,29","61,41",0,0
28/10/2024 18:47,[SHIFT],"16,01","62,47",0,0
28/10/2024 18:47,S,1,998,0,0
28/10/2024 18:47,p,"14,66","68,22",0,0
28/10/2024 18:47,e,"16,01","62,46",0,0
28/10/2024 18:47,e,"16,45","60,81",0,0
28/10/2024 18:47,c,"16,01","62,46",0,0
28/10/2024 18:47,h,"15,21","65,76",0,0
28/10/2024 18:47,.,"16,02","62,42",0,0
28/10/2024 18:47,[SHIFT],"15,98","62,57",0,0
28/10/2024 18:47,S,1,999,0,0
28/10/2024 18:47,y,"15,02","66,56",0,0
28/10/2024 18:47,n,"16,15","61,9",0,0
28/10/2024 18:47,t,"16,29","61,38",0,0
28/10/2024 18:47,h,"16,06","62,27",0,0
28/10/2024 18:47,e,"16,01","62,45",0,0
28/10/2024 18:47,s,"16,06","62,27",0,0
28/10/2024 18:47,i,"16,53","60,49",0,0
28/10/2024 18:47,s,"15,03","66,52",0,0
28/10/2024 18:47,.,"16,34","61,19",0,0
28/10/2024 18:47,[SHIFT],"16,16","61,88",0,0
28/10/2024 18:47,S,0,0,0,0
28/10/2024 18:47,p,"15,32","65,28",0,0
28/10/2024 18:47,e,"16,98","58,9",0,0
28/10/2024 18:47,e,"14,99","66,71",0,0
28/10/2024 18:47,c,"16,92","59,11",0,0
28/10/2024 18:47,h,"15,75","63,48",0,0
28/10/2024 18:47,[SHIFT],"16,02","62,42",0,0
28/10/2024 18:47,S,0,0,0,0
28/10/2024 18:47,y,"16,24","61,56",0,0
28/10/2024 18:47,n,"15,46","64,67",0,0
28/10/2024 18:47,t,"16,28","61,44",0,0
28/10/2024 18:47,h,"16,05","62,3",0,0
28/10/2024 18:47,e,"15,94","62,74",0,0
28/10/2024 18:47,s,16,"62,49",0,0
28/10/2024 18:47,i,"16,19","61,76",0,0
28/10/2024 18:47,z,"15,54","64,36",0,0
28/10/2024 18:47,e,"16,26","61,49",0,0
28/10/2024 18:47,r,"16,03","62,37",0,0
28/10/2024 18:47,[ENTER],"15,31","65,31",0,0
28/10/2024 18:47,[SHIFT],"136,83","7,31",0,0
28/10/2024 18:47,$,0,0,0,0
28/10/2024 18:47,s,"15,4","64,95",0,0
28/10/2024 18:47,p,"16,17","61,83",0,0
28/10/2024 18:47,e,"15,99","62,54",0,0
28/10/2024 18:47,a,"16,17","61,84",0,0
28/10/2024 18:47,k,"16,31","61,32",0,0
28/10/2024 18:47,.,"15,94","62,72",0,0
28/10/2024 18:47,[SHIFT],"16,01","62,46",0,0
28/10/2024 18:47,S,0,0,0,0
28/10/2024 18:47,p,"15,35","65,15",0,0
28/10/2024 18:47,e,"16,03","62,39",0,0
28/10/2024 18:47,a,"16,3","61,36",0,0
28/10/2024 18:47,k,"15,87","63,03",0,0
28/10/2024 18:47,[SHIFT],"16,11","62,06",0,0
28/10/2024 18:47,(,"0,92","1090,51",0,0
28/10/2024 18:47,,"15,46","64,69",0,0
28/10/2024 18:47,[SHIFT],"15,94","62,73",0,0
28/10/2024 18:47,H,0,0,0,0
28/10/2024 18:47,o,"16,04","62,36",0,0
28/10/2024 18:47,l,"15,76","63,44",0,0
28/10/2024 18:47,a,"15,46","64,67",0,0
28/10/2024 18:47,[SPACE],"15,97","62,61",0,0
28/10/2024 18:47,,"16,66","60,01",0,0
28/10/2024 18:47,[SPACE],"16,13",62,0,0
28/10/2024 18:47,#ERROR!,"15,93","62,79",0,0
28/10/2024 18:47,[SPACE],"16,01","62,45",0,0
28/10/2024 18:47,[SHIFT],"15,89","62,91",0,0
28/10/2024 18:47,$,"0,73","1366,12",0,0
28/10/2024 18:47,e,"14,69","68,07",0,0
28/10/2024 18:47,n,"16,3","61,34",0,0
28/10/2024 18:47,v,"16,61","60,22",0,0
28/10/2024 18:47,[SHIFT],"15,77","63,4",0,0
28/10/2024 18:47,:,0,0,0,0
28/10/2024 18:47,[SHIFT],"16,02","62,41",0,0
28/10/2024 18:47,U,"0,8","1246,88",0,0
28/10/2024 18:47,[SHIFT],"15,01","66,64",0,0
28/10/2024 18:47,S,0,0,0,0
28/10/2024 18:47,[SHIFT],"15,74","63,54",0,0
28/10/2024 18:47,E,"1,92","520,83",0,0
28/10/2024 18:47,[SHIFT],"14,41","69,4",0,0
28/10/2024 18:47,R,0,0,0,0
28/10/2024 18:47,[SHIFT],"16,01","62,47",0,0
28/10/2024 18:47,N,0,0,0,0
28/10/2024 18:47,[SHIFT],"15,51","64,47",0,0
28/10/2024 18:47,A,"0,92","1090,51",0,0
28/10/2024 18:47,[SHIFT],"15,23","65,66",0,0
28/10/2024 18:47,M,"1,01","990,1",0,0
28/10/2024 18:47,[SHIFT],"14,6","68,51",0,0
28/10/2024 18:47,E,"0,97","1025,64",0,0
28/10/2024 18:47,[SPACE],"15,36","65,09",0,0
28/10/2024 18:47,#ERROR!,"16,09","62,15",0,0
28/10/2024 18:47,[SPACE],"16,18","61,82",0,0
28/10/2024 18:47,,"16,38","61,04",0,0
